ticker,analysis_date,current_price,score,max_score,quality,market_context.spy_price,market_context.spy_50w_sma,market_context.spy_above_50w,market_context.market_state,market_context.warning,fundamentals.eps_growth_yoy,fundamentals.rev_growth_yoy,fundamentals.net_margin_pct,fundamentals.gross_margin_pct,fundamentals.eps_5yr_cagr,fundamentals.margin_pass,fundamentals.eps_pass,fundamentals.rev_pass,fundamentals.data_quality,fundamentals.industry,fundamentals.sector,fundamentals.margin_note,fundamentals.distortion_note,fundamentals.error_detail,relative_strength.rs_4w,relative_strength.rs_13w,relative_strength.rs_26w,relative_strength.rs_52w,relative_strength.rs_line_current,relative_strength.rs_52w_high,relative_strength.rs_at_52w_high,relative_strength.leading_rs,stage2.confirmed,stage2.sma30w,stage2.current_price,stage2.sma30w_rising,stage2.pct_above_30w_sma,stage2.pct_from_52w_high,stage2.pct_above_52w_low,stage2.prior_uptrend,stage2.high_52w,stage2.low_52w,base.pattern,base.length_weeks,base.depth_pct,base.base_high,base.base_high_date,base.base_low,base.base_low_date,base.pass_depth,base.vcp_swings,base.vcp_contracting,volume.avg_vol_up_weeks,volume.avg_vol_down_weeks,volume.accumulation_ratio,volume.accumulation_pass,volume.vol_dry_pct,volume.vol_dry_pass,tightness.tight_area_count,tightness.last_tight_date,tightness.first_30d_avg_range_pct,tightness.last_30d_avg_range_pct,tightness.volatility_contraction_pct,tightness.volatility_contracting,tightness.tight_area_pass,priming.inside_bars,priming.upside_reversals,priming.tight_setup_days,priming.best_signal,support.primary_support,entry.pivot_price,entry.already_broken_out,entry.entry1.trigger,entry.entry1.stop,entry.entry1.risk_pct,entry.entry1.signal_type,entry.entry1.signal_date,entry.entry1.status,entry.entry1.sizing_per_500_risk.shares,entry.entry1.sizing_per_500_risk.position_value,entry.entry2.trigger,entry.entry2.stop,entry.entry2.risk_pct,entry.entry2.vol_required,entry.entry2.status,entry.entry2.breakout_date,entry.entry2.breakout_vol_ratio,entry.entry2.sizing_per_500_risk.shares,entry.entry2.sizing_per_500_risk.position_value,entry.stop_levels.ema10,entry.stop_levels.ema21,entry.stop_levels.sma50,entry.stop_levels.primary_support,entry.stop_levels.ema10_dist_pct,entry.stop_levels.ema21_dist_pct,entry.stop_levels.sma50_dist_pct,entry.stop_levels.support_dist_pct,entry.stop_levels.ema10_state,entry.stop_levels.ema21_state,entry.stop_levels.sma50_state,entry.stop_levels.recommendation_if_in_entry1,entry.stop_levels.recommendation_if_in_entry2,entry.stop_levels.recommendation_reason,entry.stop_levels.hard_stop_from_e1,entry.stop_levels.hard_stop_from_e2,climax.climax_warning,climax.gain_5w_pct,climax.vol_surge_ratio,climax.close_position_pct
NFG,2026-03-20,91.7,3,11,AVOID,648.6,641.4,True,UPTREND,,304.1,18.6,27.5,,304.1,True,True,False,OK,Oil & Gas Integrated,Energy,,,,6.5,21.4,0.8,1.4,0.1414,0.1485,False,False,True,84.6,91.7,True,8.4,-5.5,33.6,True,97.06,68.63,Unclear,2,-4.8,96.3,2026-03-09,91.7,2026-03-16,True,"[None, None, None]",False,,3631695.0,,False,,False,0,,2.03,2.11,3.9,False,False,[],[],[],,91.57,96.3,False,,,,,,NOT_AVAILABLE,,,96.78,93.41,3.5,≥1.5x 50-day average,WATCHING,,,148.4,14362.0,92.86,91.57,86.84,91.57,-1.2,0.1,5.6,0.1,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,,89.52,False,,,
LASR,2026-03-20,65.76,4,11,AVOID,648.6,641.4,True,UPTREND,,-80.4,71.3,-9.0,,,False,False,True,OK,Semiconductors,Technology,,,,23.8,78.6,129.7,602.6,0.1014,0.1014,True,True,True,39.85,65.76,True,65.0,-9.8,960.6,True,72.9,6.2,Unclear,1,0.0,65.76,2026-03-16,65.76,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,6.28,8.2,30.6,False,False,"[{'date': '2026-03-13', 'vol_ratio': 0.68}]","[{'date': '2026-03-11', 'close_position_pct': 80.9}, {'date': '2026-03-16', 'close_position_pct': 77.2}, {'date': '2026-03-17', 'close_position_pct': 96.6}, {'date': '2026-03-19', 'close_position_pct': 90.8}]",[],INSIDE_BAR,65.12,65.76,True,,,,,,NOT_AVAILABLE,,,66.09,63.79,3.5,≥1.5x 50-day average,TRIGGERED_STRONG_VOL,2026-03-02,3.9,217.4,14368.0,66.38,63.05,54.03,65.12,-0.9,4.3,21.7,1.0,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,,61.13,False,17.4,1.47,23.4
OS,2026-03-20,23.77,5,11,NOT_READY,648.6,641.4,True,UPTREND,,-95.3,23.6,-8.4,,,False,False,True,OK,Software - Infrastructure,Technology,,,,6.6,34.1,22.7,-8.0,0.0366,0.0495,False,False,True,20.84,23.77,True,14.0,-19.9,44.0,True,29.66,16.51,Unclear,42,-41.0,28.92,2025-06-02,17.05,2025-10-13,True,"[31.7, 25.0, 25.5]",False,13902836.0,10337478.0,1.34,True,111.1,False,4,2026-03-20,1.4,0.54,-61.4,True,True,[],[],[],,23.76,28.92,False,,,,,,NOT_AVAILABLE,,,29.06,28.05,3.5,≥1.5x 50-day average,WATCHING,,,495.0,14385.0,23.7,23.62,23.6,23.76,0.3,0.6,0.7,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,,26.88,False,,,
RSI,2026-03-20,20.7,8,11,DEVELOPING,648.6,641.4,True,UPTREND,,150.0,27.8,2.9,,,False,True,True,OK,Gambling,Consumer Cyclical,,,,10.9,13.0,-3.0,62.3,0.0319,0.0348,False,False,True,19.1,20.7,True,8.4,-8.6,114.3,True,22.65,9.66,Cup with Handle,30,-28.1,22.3,2025-08-25,16.03,2026-02-09,True,"[23.9, 11.6, 23.2]",False,8768562.0,7659457.0,1.14,True,28.5,False,0,,4.79,4.7,-1.9,False,False,"[{'date': '2026-03-16', 'vol_ratio': 0.64}, {'date': '2026-03-20', 'vol_ratio': 0.44}]","[{'date': '2026-03-09', 'close_position_pct': 88.8}, {'date': '2026-03-10', 'close_position_pct': 78.6}, {'date': '2026-03-11', 'close_position_pct': 92.1}, {'date': '2026-03-19', 'close_position_pct': 73.1}]",[],INSIDE_BAR,20.7,22.3,False,21.19,20.7,2.3,INSIDE_BAR,2026-03-20,WATCHING,1020.4,21622.0,22.41,21.63,3.5,≥1.5x 50-day average,WATCHING,,,641.0,14365.0,20.58,20.07,18.81,20.7,0.6,3.1,10.0,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,19.6,20.73,False,,,
SNDK,2026-03-20,709.71,5,11,NOT_READY,648.6,641.4,True,UPTREND,,615.3,61.2,-11.7,,618.0,False,True,True,OK,Computer Hardware,Technology,,,,18.1,202.1,643.5,1130.9,1.0943,1.0943,True,True,True,318.06,709.71,True,123.1,-8.7,2445.1,True,777.6,27.89,Unclear,1,0.0,709.71,2026-03-16,709.71,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,9.1,7.52,-17.4,False,False,[],"[{'date': '2026-03-11', 'close_position_pct': 99.3}, {'date': '2026-03-13', 'close_position_pct': 79.3}, {'date': '2026-03-17', 'close_position_pct': 95.4}, {'date': '2026-03-18', 'close_position_pct': 83.0}, {'date': '2026-03-19', 'close_position_pct': 95.3}]",[],UPSIDE_REVERSAL,698.35,709.71,True,776.0,698.35,10.0,UPSIDE_REVERSAL,2026-03-19,WATCHING,6.4,4966.0,713.26,688.42,3.5,≥1.5x 50-day average,TRIGGERED_WEAK_VOL,2026-03-17,0.75,20.1,14337.0,691.37,652.31,573.91,698.35,2.7,8.8,23.7,1.6,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,717.8,659.77,False,9.2,1.03,24.7
STX,2026-03-20,411.23,7,11,DEVELOPING,648.6,641.4,True,UPTREND,,67.7,21.5,19.6,,67.7,True,True,True,OK,Computer Hardware,Technology,,,,6.6,53.3,93.5,315.9,0.6341,0.6341,True,True,True,295.06,411.23,True,39.4,-10.6,558.0,True,459.84,62.49,Cup with Handle,7,-17.8,429.32,2026-02-02,352.8,2026-03-02,True,"[0.8, 0.8, 14.2]",False,18144836.0,16694550.0,1.09,True,-9.8,False,0,,6.34,5.79,-8.7,False,False,[],"[{'date': '2026-03-19', 'close_position_pct': 94.2}]",[],UPSIDE_REVERSAL,409.25,429.32,False,437.46,409.25,6.4,UPSIDE_REVERSAL,2026-03-19,WATCHING,17.7,7743.0,431.47,416.44,3.5,≥1.5x 50-day average,WATCHING,,,33.3,14368.0,403.08,396.98,386.07,409.25,2.0,3.6,6.5,0.5,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,404.65,399.11,False,,,
SLAB,2026-03-20,206.25,7,11,DEVELOPING,648.6,641.4,True,UPTREND,,-89.0,25.2,-8.3,,,False,False,True,OK,Semiconductors,Technology,,,,6.7,63.4,60.6,55.0,0.318,0.318,True,True,True,150.79,206.25,True,36.8,-1.2,149.0,True,208.84,82.82,Unclear,6,-2.2,207.27,2026-02-09,202.7,2026-03-02,True,"[1.3, 0.9, 1.6]",False,2491994.0,3976667.0,0.63,False,-24.4,True,2,2026-03-19,3.64,0.84,-76.9,True,True,"[{'date': '2026-03-18', 'vol_ratio': 0.5}]",[],[],INSIDE_BAR,205.87,207.27,False,206.79,205.87,0.4,INSIDE_BAR,2026-03-18,WATCHING,543.5,112390.0,208.31,201.05,3.5,≥1.5x 50-day average,WATCHING,,,68.9,14353.0,204.73,201.6,183.49,205.87,0.7,2.3,12.4,0.2,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,191.28,192.69,False,,,
SNDX,2026-03-20,24.23,5,11,NOT_READY,648.6,641.4,True,UPTREND,,-29.1,794.9,-165.6,,,False,False,True,OK,Biotechnology,Healthcare,,,,18.0,21.1,57.2,56.1,0.0374,0.0374,True,True,True,18.68,24.23,True,29.7,-4.8,182.4,True,25.44,8.58,Unclear,1,0.0,24.23,2026-03-16,24.23,2026-03-16,True,"[None, None, None]",False,,,,False,,False,0,,4.93,4.85,-1.6,False,False,[],"[{'date': '2026-03-11', 'close_position_pct': 100.0}, {'date': '2026-03-19', 'close_position_pct': 78.9}]",[],UPSIDE_REVERSAL,23.52,24.23,False,24.18,23.52,2.7,UPSIDE_REVERSAL,2026-03-19,TRIGGERED,757.6,18319.0,24.35,23.5,3.5,≥1.5x 50-day average,WATCHING,,,588.2,14323.0,23.62,22.86,21.5,23.52,2.6,6.0,12.7,3.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,22.37,22.52,False,,,
TER,2026-03-20,290.83,8,11,DEVELOPING,648.6,641.4,True,UPTREND,,81.1,43.9,17.4,,81.4,True,True,True,OK,Semiconductor Equipment & Materials,Technology,,,,-3.9,55.7,118.9,199.5,0.4484,0.4712,False,False,True,201.95,290.83,True,44.0,-15.7,343.8,True,344.92,65.53,VCP,5,-15.9,324.85,2026-02-16,273.05,2026-03-02,True,"[None, None, None]",False,15933506.0,18331150.0,0.87,False,27.2,False,1,2025-12-26,4.22,5.19,23.0,False,True,"[{'date': '2026-03-13', 'vol_ratio': 0.62}]","[{'date': '2026-03-17', 'close_position_pct': 97.6}]",[],INSIDE_BAR,288.45,324.85,False,295.55,288.45,2.4,INSIDE_BAR,2026-03-13,WATCHING,70.4,20807.0,326.47,315.1,3.5,≥1.5x 50-day average,WATCHING,,,44.0,14365.0,297.77,298.31,280.3,288.45,-2.3,-2.5,3.8,0.8,1_CLOSE_BELOW,BELOW,ABOVE,REDUCE_50_TO_100_PCT,REDUCE_50_TO_100_PCT,Trend weakening — EMA21 broken,273.38,301.98,False,,,
VG,2026-03-20,15.81,5,11,NOT_READY,648.6,641.4,True,UPTREND,,-211.6,191.7,19.6,,21.8,True,False,True,DISTORTED,Oil & Gas Midstream,Energy,,YoY EPS negative (-211.6%) but 5yr CAGR is 21.8% — likely distorted by one-off items. Use 5yr CAGR as primary signal.,,72.8,142.5,8.9,35.8,0.0244,0.0321,False,False,False,9.89,15.81,False,59.9,-18.5,176.8,True,19.4,5.71,Unclear,40,-67.6,18.91,2025-06-16,6.12,2025-12-08,False,"[35.0, 58.5, 60.0]",False,68042782.0,44320472.0,1.54,True,104.0,False,0,,6.67,8.11,21.6,False,False,[],"[{'date': '2026-03-10', 'close_position_pct': 73.3}, {'date': '2026-03-17', 'close_position_pct': 88.1}, {'date': '2026-03-18', 'close_position_pct': 88.3}, {'date': '2026-03-20', 'close_position_pct': 91.8}]",[],UPSIDE_REVERSAL,15.77,18.91,False,15.93,15.77,1.0,UPSIDE_REVERSAL,2026-03-20,WATCHING,3125.0,49781.0,19.0,18.34,3.5,≥1.5x 50-day average,WATCHING,,,757.6,14394.0,13.46,12.24,10.19,15.77,17.5,29.2,55.2,0.3,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,14.74,17.57,False,,,
VRT,2026-03-20,255.88,4,11,AVOID,648.6,641.4,True,UPTREND,,200.0,22.7,13.0,,199.5,True,True,True,OK,Electrical Equipment & Parts,Industrials,,,,6.2,62.6,87.9,193.1,0.3945,0.3945,True,True,True,182.89,255.88,True,39.9,-7.5,378.0,True,276.71,53.53,Unclear,2,-1.1,258.82,2026-03-09,255.88,2026-03-16,True,"[None, None, None]",False,,107687452.0,,False,,False,0,,4.77,5.21,9.2,False,False,[],[],[],,255.53,258.82,False,,,,,,NOT_AVAILABLE,,,260.11,251.06,3.5,≥1.5x 50-day average,WATCHING,,,55.2,14358.0,261.76,253.68,221.03,255.53,-2.2,0.9,15.8,0.1,1_CLOSE_BELOW,ABOVE,ABOVE,WATCH,WATCH,1 close below EMA10 — monitor closely,,240.6,False,,,
VIRT,2026-03-20,41.63,6,11,NOT_READY,648.6,641.4,True,UPTREND,,49.5,16.3,16.5,,49.7,True,True,False,OK,Capital Markets,Financial Services,,,,6.9,30.6,21.8,-4.1,0.0642,0.0753,False,False,False,36.2,41.63,False,15.0,-7.4,33.3,True,44.95,31.24,Cup with Handle,38,-25.8,43.71,2025-06-30,32.41,2025-12-29,True,"[19.9, 7.1, 22.1]",False,4967483.0,4955105.0,1.0,True,1.5,False,0,,3.0,3.09,3.0,False,False,"[{'date': '2026-03-10', 'vol_ratio': 0.72}]","[{'date': '2026-03-09', 'close_position_pct': 84.5}, {'date': '2026-03-20', 'close_position_pct': 89.2}]",[],INSIDE_BAR,41.62,43.71,False,42.01,41.62,0.9,INSIDE_BAR,2026-03-10,WATCHING,1282.1,53861.0,43.93,42.4,3.5,≥1.5x 50-day average,WATCHING,,,326.8,14356.0,40.27,40.09,38.67,41.62,3.4,3.8,7.7,0.0,ABOVE,ABOVE,ABOVE,HOLD,HOLD,Trend is healthy,38.86,40.64,False,,,
